Date,Total_Outflow_cfs,Total_Outflow_AF,Evap_cfs,Evap_AF,Storage_AF,Tw_Temp_degF
2/6/2011,3683,7305.123967,59,117.0247934,3508768,48.90066664
2/7/2011,3544,7029.421488,111,220.1652893,3512046,48.95364009
2/8/2011,3931,7797.024793,96,190.4132231,3514063,49.05421978
2/9/2011,4179,8288.92562,133,263.8016529,3516080,49.24077472
2/10/2011,4170,8271.07438,148,293.553719,3518350,49.0497621
2/11/2011,4132,8195.702479,148,293.553719,3520367,48.80770938
2/12/2011,4164,8259.173554,7,13.88429752,3523645,48.6718905
2/13/2011,3845,7626.446281,45,89.25619835,3527427,48.57771018
2/14/2011,3647,7233.719008,126,249.9173554,3536772,48.21634115
2/15/2011,2807,5567.603306,97,192.3966942,3566458,47.61873073
2/16/2011,2287,4536.198347,151,299.5041322,3605780,47.78853639
2/17/2011,2103,4171.239669,30,59.50413223,3635082,48.02036215
2/18/2011,2904,5760,46,91.23966942,3657565,48.25481288
2/19/2011,2950,5851.239669,76,150.7438017,3679623,48.24019235
2/20/2011,3800,7537.190083,23,45.61983471,3693418,48.22043694
2/21/2011,3506,6954.049587,77,152.7272727,3707775,48.14523292
2/22/2011,3701,7340.826446,31,61.48760331,3719549,48.13793275
2/23/2011,2079,4123.636364,31,61.48760331,3732138,48.13591127
2/24/2011,3224,6394.710744,116,230.0826446,3745015,47.69820539
2/25/2011,2639,5234.380165,8,15.8677686,3757666,47.78004239
2/26/2011,2615,5186.77686,31,61.48760331,3768484,47.7695071
2/27/2011,3311,6567.272727,62,122.9752066,3776166,47.38176158
2/28/2011,3448,6839.008264,109,216.1983471,3784113,47.69534352
3/1/2011,3615,7170.247934,8,15.8677686,3791266,47.81022713
3/2/2011,2556,5069.752066,110,218.1818182,3821720,47.81117602
3/3/2011,2341,4643.305785,87,172.5619835,3853948,47.95999788
3/4/2011,2832,5617.190083,40,79.33884298,3879373,48.86421609
3/5/2011,2725,5404.958678,8,15.8677686,3904105,49.1143853
3/6/2011,2755,5464.46281,16,31.73553719,3929757,48.7513701
3/7/2011,3476,6894.545455,32,63.47107438,3952805,48.03569036
3/8/2011,3036,6021.818182,8,15.8677686,3977597,47.96341258
3/9/2011,3528,6997.68595,8,15.8677686,3998114,48.19552402
3/10/2011,3995,7923.966942,24,47.60330579,4021171,48.00117289
3/11/2011,3414,6771.570248,122,241.9834711,4045422,48.12228073
3/12/2011,5582,11071.73554,90,178.5123967,4070605,48.10290445
3/13/2011,3029,6007.933884,25,49.58677686,4094780,48.15738522
3/14/2011,2622,5200.661157,8,15.8677686,4127182,48.59189571
3/15/2011,13541,26858.18182,17,33.71900826,4148773,47.67499744
3/16/2011,17618,34944.79339,8,15.8677686,4185429,47.73986249
3/17/2011,25393,50366.28099,83,164.6280992,4194200,47.72430754
3/18/2011,28137,55808.92562,200,396.6942149,4205244,47.54208408
3/19/2011,35407,70228.76033,375,743.8016529,4210646,48.38521268
3/20/2011,37356,74094.54545,8,15.8677686,4221164,48.93274326
3/21/2011,42719,84731.90083,8,15.8677686,4197595,47.87968859
3/22/2011,45752,90747.7686,8,15.8677686,4155531,47.39306569
3/23/2011,36876,73142.47934,41,81.32231405,4132507,47.94405586
3/24/2011,17435,34581.81818,58,115.0413223,4168766,47.20881375
3/25/2011,25116,49816.8595,58,115.0413223,4195049,47.32949368
3/26/2011,37300,73983.47107,25,49.58677686,4210077,48.43659117
3/27/2011,36773,72938.18182,275,545.4545455,4204391,48.11906198
3/28/2011,38975,77305.78512,17,33.71900826,4177224,47.55091824
3/29/2011,46609,92447.60331,91,180.4958678,4130545,47.43202478
3/30/2011,45046,89347.43802,123,243.9669421,4080878,47.66663926
3/31/2011,44799,88857.52066,89,176.5289256,4032173,47.99179578
4/1/2011,43333,85949.75207,80,158.677686,3987985,48.13155164
4/2/2011,36749,72890.57851,272,539.5041322,3957434,48.61897867
4/3/2011,31829,63131.90083,287,569.2561983,3932740,48.71736841
4/4/2011,26562,52684.95868,103,204.2975207,3914899,48.55507515
4/5/2011,22788,45199.33884,143,283.6363636,3902216,48.47714509
4/6/2011,19352,38384.13223,151,299.5041322,3895488,48.44587456
4/7/2011,17850,35404.95868,119,236.0330579,3890922,48.06843354
4/8/2011,13411,26600.33058,55,109.0909091,3893339,48.56569268
4/9/2011,12576,24944.13223,159,315.3719008,3894951,48.76764628
4/10/2011,11202,22218.84298,190,376.8595041,3898979,48.63177202
4/11/2011,9356,18557.35537,71,140.8264463,3906264,48.53607131
4/12/2011,8099,16064.13223,103,204.2975207,3914089,48.76161157
4/13/2011,7586,15046.61157,119,236.0330579,3924883,48.36539822
4/14/2011,5258,10429.09091,16,31.73553719,3935180,48.89015805
4/15/2011,4658,9239.008264,112,222.1487603,3950093,49.41982833
4/16/2011,4672,9266.77686,72,142.8099174,3962066,49.94514004
4/17/2011,5830,11563.63636,96,190.4132231,3972692,49.49512465
4/18/2011,5183,10280.33058,97,192.3966942,3986890,48.85557385
4/19/2011,4407,8741.157025,121,240,4003589,50.29680827
4/20/2011,4723,9367.933884,16,31.73553719,4027772,50.26232373
4/21/2011,4310,8548.760331,33,65.45454545,4057857,50.46911876
4/22/2011,4870,9659.504132,74,146.7768595,4081989,50.9836799
4/23/2011,5298,10508.42975,148,293.553719,4105102,50.39346447
4/24/2011,5578,11063.80165,25,49.58677686,4129985,49.77562658
4/25/2011,5916,11734.21488,174,345.1239669,4154687,48.57681511
4/26/2011,5939,11779.83471,66,130.9090909,4178356,49.60898193
4/27/2011,5578,11063.80165,183,362.9752066,4203538,50.32167965
4/28/2011,6332,12559.33884,184,364.9586777,4223439,50.06931962
4/29/2011,4732,9385.785124,176,349.0909091,4247388,50.72011136
4/30/2011,4904,9726.942149,252,499.8347107,4266264,51.80202185
5/1/2011,5334,10579.83471,194,384.7933884,4282908,51.63057998
5/2/2011,6097,12093.22314,203,402.6446281,4298446,51.02018337
5/3/2011,7362,14602.31405,169,335.2066116,4309976,52.00982581
5/4/2011,6945,13775.20661,170,337.1900826,4321813,52.43233929
5/5/2011,7023,13929.91736,229,454.214876,4332817,51.83275337
5/6/2011,7324,14526.94215,179,355.0413223,4344690,50.67163651
5/7/2011,7436,14749.09091,256,507.768595,4354242,49.874304
5/8/2011,7062,14007.27273,179,355.0413223,4361477,49.7105455
5/9/2011,7665,15203.30579,145,287.6033058,4370738,50.59511937
5/10/2011,6983,13850.57851,171,339.1735537,4377984,50.48560553
5/11/2011,7986,15840,206,408.5950413,4385251,49.93900396
5/12/2011,7505,14885.95041,189,374.8760331,4393100,49.67200317
5/13/2011,7321,14520.99174,197,390.7438017,4400658,49.98310284
5/14/2011,6638,13166.28099,258,511.7355372,4412029,49.52597433
5/15/2011,6848,13582.80992,198,392.7272727,4424003,49.43579218
5/16/2011,7241,14362.31405,9,17.85123967,4431597,50.10590091
5/17/2011,8226,16316.03306,26,51.57024793,4443027,51.25356837
5/18/2011,6947,13779.17355,78,154.7107438,4448602,51.39770832
5/19/2011,6891,13668.09917,234,464.1322314,4458283,52.51091749
5/20/2011,8994,17839.33884,130,257.8512397,4461216,51.73418701
5/21/2011,9113,18075.3719,260,515.7024793,4463859,50.70253592
5/22/2011,9160,18168.59504,260,515.7024793,4466512,50.92637294
5/23/2011,9695,19229.75207,278,551.4049587,4471522,50.90944955
5/24/2011,8925,17702.47934,200,396.6942149,4472112,50.9228558
5/25/2011,8799,17452.56198,200,396.6942149,4477417,50.20620773
5/26/2011,9031,17912.72727,200,396.6942149,4480953,50.50795997
5/27/2011,9949,19733.55372,17,33.71900826,4480953,51.12586467
5/28/2011,10658,21139.83471,200,396.6942149,4481248,51.31541962
5/29/2011,10613,21050.57851,26,51.57024793,4478006,52.22242901
5/30/2011,9353,18551.40496,235,466.1157025,4482722,51.16373354
5/31/2011,10871,21562.31405,104,206.2809917,4486848,50.89417247
6/1/2011,9301,18448.26446,122,241.9834711,4491268,51.41094427
6/2/2011,10600,21024.79339,35,69.4214876,4492153,51.39229762
6/3/2011,12364,24523.63636,35,69.4214876,4489795,51.83249779
6/4/2011,18335,36366.94215,52,103.1404959,4473290,51.39191357
6/5/2011,18823,37334.87603,43,85.2892562,4457403,51.51403695
6/6/2011,16934,33588.09917,130,257.8512397,4444494,51.36455833
6/7/2011,17316,34345.78512,43,85.2892562,4430136,52.08488774
6/8/2011,14403,28567.93388,129,255.8677686,4418746,50.88115359
6/9/2011,11469,22748.42975,387,767.6033058,4416702,48.89280025
6/10/2011,9175,18198.34711,224,444.2975207,4420499,48.82174936
6/11/2011,7644,15161.65289,310,614.8760331,4425172,48.66648046
6/12/2011,7516,14907.7686,173,343.1404959,4433641,48.86761758
6/13/2011,8050,15966.94215,207,410.5785124,4436867,48.74465008
6/14/2011,10226,20282.97521,337,668.4297521,4436867,47.84245406
6/15/2011,9028,17906.77686,0,0,4438040,47.72039954
6/16/2011,9052,17954.38017,0,0,4439800,47.8614121
6/17/2011,9575,18991.73554,371,735.8677686,4439800,47.71596679
6/18/2011,9428,18700.16529,181,359.0082645,4438627,47.8383698
6/19/2011,9188,18224.13223,259,513.7190083,4435987,48.01112774
6/20/2011,9330,18505.78512,388,769.5867769,4435693,47.8621438
6/21/2011,8431,16722.64463,224,444.2975207,4434226,47.89958965
6/22/2011,10472,20770.90909,388,769.5867769,4429260,47.83162098
6/23/2011,9441,18725.95041,362,718.0165289,4424879,47.91639151
6/24/2011,8576,17010.24793,345,684.2975207,4422835,47.72843002
6/25/2011,9324,18493.8843,379,751.7355372,4418454,47.72367271
6/26/2011,9298,18442.31405,370,733.8842975,4414658,47.82954104
6/27/2011,9170,18188.42975,258,511.7355372,4409693,47.87895106
6/28/2011,8888,17629.09091,26,51.57024793,4410861,47.76729654
6/29/2011,9000,17851.23967,155,307.4380165,4408233,47.97879697
6/30/2011,9941,19717.68595,343,680.3305785,4401530,47.8779803
7/1/2011,9892,19620.49587,257,509.7520661,4395426,47.76166382
7/2/2011,10694,21211.23967,257,509.7520661,4388158,47.8864189
7/3/2011,10170,20171.90083,342,678.3471074,4381181,48.00816982
7/4/2011,10727,21276.69421,274,543.4710744,4372764,47.98857148
7/5/2011,10142,20116.36364,282,559.338843,4363792,47.97229009
7/6/2011,10327,20483.30579,384,761.6528926,4353373,48.08424913
7/7/2011,10995,21808.26446,255,505.785124,4342084,48.10772652
7/8/2011,10759,21340.16529,348,690.2479339,4330790,48.11089484
7/9/2011,10244,20318.67769,280,555.3719008,4320655,48.1188795
7/10/2011,10187,20205.61983,407,807.2727273,4310265,48.20688613
7/11/2011,10147,20126.28099,254,503.8016529,4298735,48.23962467
7/12/2011,9676,19192.06612,279,553.3884298,4288647,48.35568518
7/13/2011,9970,19775.20661,253,501.8181818,4277743,48.21391554
7/14/2011,9659,19158.34711,101,200.3305785,4267125,48.33489806
7/15/2011,11154,22123.63636,327,648.5950413,4253670,48.27695961
7/16/2011,10961,21740.82645,352,698.1818182,4239964,48.47142595
7/17/2011,11062,21941.15702,125,247.9338843,4226566,48.59262744
7/18/2011,11121,22058.18182,275,545.4545455,4212351,48.9167652
7/19/2011,10728,21278.67769,0,0,4199859,48.9774414
7/20/2011,10374,20576.52893,241,478.0165289,4186561,49.09441021
7/21/2011,10399,20626.1157,282,559.338843,4172990,49.07673623
7/22/2011,10328,20485.28926,306,606.9421488,4159192,49.0982216
7/23/2011,10343,20515.04132,248,491.9008264,4145681,49.1467358
7/24/2011,10631,21086.28099,321,636.6942149,4131386,49.2616501
7/25/2011,10522,20870.08264,304,602.9752066,4117378,49.24181193
7/26/2011,10323,20475.3719,238,472.0661157,4103708,49.24768031
7/27/2011,10236,20302.80992,286,567.2727273,4090041,49.33070382
7/28/2011,10160,20152.06612,278,551.4049587,4078379,49.4086628
7/29/2011,10444,20715.3719,285,565.2892562,4063941,49.47406126
7/30/2011,9972,19779.17355,260,515.7024793,4049567,49.59957368
7/31/2011,10670,21163.63636,268,531.5702479,4034923,49.60073309
8/1/2011,10337,20503.1405,324,642.6446281,4021171,49.66619636
8/2/2011,9572,18985.78512,242,480,4008794,49.79733903
8/3/2011,15339,30424.46281,322,638.677686,3994008,49.89747436
8/4/2011,15310,30366.94215,241,478.0165289,3980594,50.20683577
8/5/2011,14867,29488.26446,289,573.2231405,3965881,50.13087175
8/6/2011,15144,30037.68595,256,507.768595,3950907,50.11282724
8/7/2011,14845,29444.6281,287,569.2561983,3936536,50.37575864
8/8/2011,10261,20352.39669,255,505.785124,3922184,50.27600714
8/9/2011,10391,20610.24793,238,472.0661157,3909232,50.3588749
8/10/2011,10491,20808.59504,285,565.2892562,3895756,50.33041059
8/11/2011,10098,20029.09091,301,597.0247934,3883133,50.01582384
8/12/2011,10481,20788.76033,260,515.7024793,3868915,49.89136348
8/13/2011,9968,19771.23967,283,561.322314,3856354,49.8934935
8/14/2011,9756,19350.7438,275,545.4545455,3843003,50.01712369
8/15/2011,10068,19969.58678,290,575.2066116,3829169,49.86233593
8/16/2011,9921,19678.01653,266,527.6033058,3816413,49.9181571
8/17/2011,9780,19398.34711,257,509.7520661,3803178,50.10312344
8/18/2011,10287,20403.96694,233,462.1487603,3789146,50.38124872
8/19/2011,9539,18920.33058,194,384.7933884,3777226,50.02841176
8/20/2011,9992,19818.84298,325,644.6280992,3763728,50.10504349
8/21/2011,10181,20193.71901,278,551.4049587,3749759,50.19584877
8/22/2011,9662,19164.29752,247,489.9173554,3737121,50.14737676
8/23/2011,9830,19497.52066,239,474.0495868,3725057,50.36431695
8/24/2011,9750,19338.84298,154,305.4545455,3712734,50.34512571
8/25/2011,9876,19588.76033,368,729.9173554,3699683,50.45441819
8/26/2011,10014,19862.47934,245,485.9504132,3686636,50.58730293
8/27/2011,9880,19596.69421,206,408.5950413,3673130,50.45616549
8/28/2011,9758,19354.71074,274,543.4710744,3659116,50.53074605
8/29/2011,9838,19513.38843,190,376.8595041,3645676,50.65123085
8/30/2011,10073,19979.50413,265,525.6198347,3631995,50.86934881
8/31/2011,9534,18910.41322,242,480,3619135,50.80485304
9/1/2011,9259,18364.95868,279,553.3884298,3607316,50.51423674
9/2/2011,9222,18291.57025,301,597.0247934,3594776,50.46395241
9/3/2011,8164,16193.05785,233,462.1487603,3582500,50.62128715
9/4/2011,9439,18721.98347,299,593.0578512,3569259,50.6835752
9/5/2011,9435,18714.04959,187,370.9090909,3557298,50.62242135
9/6/2011,9338,18521.65289,216,428.4297521,3545388,50.87668834
9/7/2011,9709,19257.52066,238,472.0661157,3533478,50.76895433
9/8/2011,9603,19047.27273,185,366.9421488,3520871,51.04117574
9/9/2011,9052,17954.38017,185,366.9421488,3509525,50.86923343
9/10/2011,8972,17795.70248,288,571.2396694,3497977,50.85704502
9/11/2011,8645,17147.10744,287,569.2561983,3487438,50.34441095
9/12/2011,8473,16805.95041,147,291.5702479,3478430,49.88511997
9/13/2011,8256,16375.53719,132,261.8181818,3468694,49.89880813
9/14/2011,7195,14271.07438,0,0,3459957,49.88235657
9/15/2011,7150,14181.81818,227,450.2479339,3452249,49.78184699
9/16/2011,7724,15320.33058,95,188.4297521,3443555,50.02667308
9/17/2011,7351,14580.49587,197,390.7438017,3435607,49.0472967
9/18/2011,6941,13767.27273,124,245.9504132,3426698,48.81337992
9/19/2011,7593,15060.49587,196,388.7603306,3418541,48.74163734
9/20/2011,7520,14915.70248,174,345.1239669,3411127,48.8294805
9/21/2011,7011,13906.1157,189,374.8760331,3404720,48.79269119
9/22/2011,7370,14618.18182,217,430.4132231,3399064,48.9098831
9/23/2011,6825,13537.19008,152,301.4876033,3392424,49.01754975
9/24/2011,7200,14280.99174,253,501.8181818,3383817,49.01488488
9/25/2011,6603,13096.8595,144,285.6198347,3376233,48.97052921
9/26/2011,6632,13154.38017,108,214.214876,3369626,48.87515138
9/27/2011,7436,14749.09091,115,228.0991736,3362531,49.08959362
9/28/2011,6881,13648.26446,101,200.3305785,3355457,49.46819798
9/29/2011,7469,14814.54545,151,299.5041322,3348640,49.61436331
9/30/2011,6963,13810.90909,143,283.6363636,3341094,49.62192506
10/1/2011,6833,13553.05785,122,241.9834711,3334282,49.50639842
10/2/2011,6508,12908.42975,50,99.17355372,3327257,49.48561783
10/3/2011,6456,12805.28926,107,212.231405,3321201,49.60771221
10/4/2011,6619,13128.59504,7,13.88429752,3318779,49.31401819
10/5/2011,6354,12602.97521,264,523.6363636,3315630,49.79850721
10/6/2011,6070,12039.66942,178,353.0578512,3310786,49.39327439
10/7/2011,6284,12464.13223,71,140.8264463,3304762,49.53995358
10/8/2011,6061,12021.81818,107,212.231405,3299701,49.84267402
10/9/2011,5940,11781.81818,128,253.8842975,3293676,50.11472151
10/10/2011,5989,11879.00826,21,41.65289256,3291267,49.8791929
10/11/2011,6026,11952.39669,21,41.65289256,3286688,50.04672426
10/12/2011,6559,13009.58678,106,210.2479339,3281394,50.26330674
10/13/2011,6513,12918.34711,42,83.30578512,3278265,49.90454655
10/14/2011,6711,13311.07438,113,224.1322314,3270804,50.54867766
10/15/2011,5529,10966.61157,106,210.2479339,3265509,50.19325102
10/16/2011,4386,8699.504132,63,124.9586777,3262383,50.21923988
10/17/2011,4104,8140.165289,141,279.6694215,3261425,49.87527069
10/18/2011,4298,8524.958678,35,69.4214876,3260228,50.01037023
10/19/2011,3869,7674.049587,21,41.65289256,3259031,50.33361175
10/20/2011,4847,9613.884298,247,489.9173554,3256877,50.55446767
10/21/2011,5365,10641.32231,63,124.9586777,3253764,50.52648324
10/22/2011,5215,10343.80165,70,138.8429752,3251130,50.38491558
10/23/2011,4786,9492.892562,141,279.6694215,3248976,50.30098216
10/24/2011,5299,10510.41322,77,152.7272727,3246342,51.03909355
10/25/2011,5024,9964.958678,70,138.8429752,3242751,50.51823703
10/26/2011,4684,9290.578512,126,249.9173554,3240596,50.31938769
10/27/2011,4714,9350.082645,119,236.0330579,3238682,50.39643603
10/28/2011,4658,9239.008264,140,277.6859504,3236776,50.76857491
10/29/2011,4830,9580.165289,84,166.6115702,3233679,50.77201563
10/30/2011,5592,11091.57025,98,194.3801653,3229629,50.78590076
10/31/2011,5279,10470.7438,84,166.6115702,3226770,50.8852233
11/1/2011,5793,11490.24793,126,249.9173554,3223673,50.98179625
11/2/2011,5292,10496.52893,140,277.6859504,3222482,51.01681668
11/3/2011,5356,10623.47107,161,319.338843,3220815,50.57936358
11/4/2011,5356,10623.47107,84,166.6115702,3218194,51.18228706
11/5/2011,5267,10446.94215,77,152.7272727,3217241,50.61793188
11/6/2011,5290,10492.56198,14,27.76859504,3215097,49.70197596
11/7/2011,5274,10460.82645,35,69.4214876,3212964,51.24033053
11/8/2011,5579,11065.78512,14,27.76859504,3209647,51.12262333
11/9/2011,5618,11143.1405,42,83.30578512,3205145,51.39116584
11/10/2011,5317,10546.1157,28,55.53719008,3201590,51.49259905
11/11/2011,5556,11020.16529,35,69.4214876,3198036,51.45038872
11/12/2011,5313,10538.18182,70,138.8429752,3194718,51.23257858
11/13/2011,5159,10232.72727,49,97.19008264,3191401,51.68160696
11/14/2011,6019,11938.5124,69,136.8595041,3185977,51.48302396
11/15/2011,5817,11537.85124,7,13.88429752,3181733,51.61386833
11/16/2011,5751,11406.94215,55,109.0909091,3178196,51.50139788
11/17/2011,5619,11145.12397,35,69.4214876,3173715,51.47929915
11/18/2011,5410,10730.57851,21,41.65289256,3170414,51.36439432
11/19/2011,5308,10528.26446,35,69.4214876,3168763,52.18128235
11/20/2011,5699,11303.80165,21,41.65289256,3165475,51.5729151
11/21/2011,5555,11018.18182,21,41.65289256,3161487,51.46469632
11/22/2011,5412,10734.54545,21,41.65289256,3160314,51.46181287
11/23/2011,5242,10397.35537,21,41.65289256,3160549,51.75328805
11/24/2011,5592,11091.57025,48,95.20661157,3160784,51.73327666
11/25/2011,5417,10744.46281,110,218.1818182,3158673,51.46214895
11/26/2011,5416,10742.47934,159,315.3719008,3157031,51.62021963
11/27/2011,5198,10310.08264,34,67.43801653,3154685,51.75715926
11/28/2011,4788,9496.859504,55,109.0909091,3153043,51.79970029
11/29/2011,4482,8889.917355,48,95.20661157,3152105,51.78587706
11/30/2011,4000,7933.884298,69,136.8595041,3150229,51.61455748
12/1/2011,4125,8181.818182,103,204.2975207,3149994,51.76729469
12/2/2011,3894,7723.636364,76,150.7438017,3152574,51.66123205
12/3/2011,3745,7428.099174,55,109.0909091,3153747,52.13824365
12/4/2011,3872,7680,62,122.9752066,3153278,51.68890222
12/5/2011,4718,9358.016529,90,178.5123967,3151402,51.5669754
12/6/2011,4546,9016.859504,117,232.0661157,3149291,51.29525434
12/7/2011,4788,9496.859504,69,136.8595041,3146476,51.38158306
12/8/2011,3908,7751.404959,14,27.76859504,3145772,51.70899309
12/9/2011,3808,7553.057851,103,204.2975207,3144834,51.40603201
12/10/2011,3645,7229.752066,34,67.43801653,3144834,51.34071425
12/11/2011,3569,7079.008264,14,27.76859504,3144600,51.87144694
12/12/2011,4243,8415.867769,48,95.20661157,3144365,51.3046689
12/13/2011,4104,8140.165289,69,136.8595041,3142965,51.25917856
12/14/2011,3911,7757.355372,48,95.20661157,3140165,50.95173341
12/15/2011,4368,8663.801653,41,81.32231405,3138065,51.04893363
12/16/2011,2631,5218.512397,62,122.9752066,3135264,51.4092565
12/17/2011,3672,7283.305785,103,204.2975207,3132698,51.73221237
12/18/2011,4526,8977.190083,48,95.20661157,3129664,50.55982182
12/19/2011,5243,10399.33884,75,148.7603306,3125930,52.21456455
12/20/2011,5125,10165.28926,69,136.8595041,3127564,52.82855055
12/21/2011,5087,10089.91736,75,148.7603306,3130597,52.63919197
12/22/2011,4785,9490.909091,103,204.2975207,3124764,52.49144589
12/23/2011,4797,9514.710744,41,81.32231405,3119637,52.30234597
12/24/2011,4999,9915.371901,68,134.8760331,3114530,52.12990392
12/25/2011,4745,9411.570248,61,120.9917355,3111513,52.07934553
12/26/2011,4931,9780.495868,68,134.8760331,3108495,51.97390838
12/27/2011,4667,9256.859504,61,120.9917355,3108495,51.8677493
12/28/2011,4791,9502.809917,27,53.55371901,3107566,51.71944959
12/29/2011,4813,9546.446281,48,95.20661157,3102460,51.63951113
12/30/2011,4903,9724.958678,54,107.107438,3100138,51.11020585
12/31/2011,4867,9653.553719,34,67.43801653,3094584,52.37512028
1/1/2012,4578,9080.330579,68,134.8760331,3089965,51.76716159
1/2/2012,4615,9153.719008,68,134.8760331,3086732,50.17160456
1/3/2012,5051,10018.5124,27,53.55371901,3079804,51.1401369
1/4/2012,5178,10270.41322,47,93.2231405,3076340,51.29712967
1/5/2012,5178,10270.41322,47,93.2231405,3072655,50.84126923
1/6/2012,5350,10611.57025,41,81.32231405,3068750,50.62274658
1/7/2012,4639,9201.322314,61,120.9917355,3065993,51.04587035
1/8/2012,4517,8959.338843,74,146.7768595,3064845,50.4491675
1/9/2012,4833,9586.115702,135,267.768595,3060939,50.78194442
1/10/2012,4664,9250.909091,34,67.43801653,3058872,50.67478332
1/11/2012,4938,9794.380165,67,132.892562,3055196,50.38335161
1/12/2012,4719,9360,101,200.3305785,3052669,50.55488434
1/13/2012,4726,9373.884298,20,39.66942149,3050836,50.37032917
1/14/2012,4225,8380.165289,40,79.33884298,3049922,50.31151625
1/15/2012,4185,8300.826446,88,174.5454545,3048550,50.16880889
1/16/2012,4242,8413.884298,20,39.66942149,3046950,49.76735471
1/17/2012,4400,8727.272727,13,25.78512397,3044894,49.44061386
1/18/2012,4143,8217.520661,27,53.55371901,3045351,49.76581732
1/19/2012,4096,8124.297521,67,132.892562,3049922,49.53849488
1/20/2012,3204,6355.041322,34,67.43801653,3061628,49.28673491
1/21/2012,3556,7053.22314,34,67.43801653,3069209,49.40723077
1/22/2012,3557,7055.206612,102,202.3140496,3078418,49.04727184
1/23/2012,3826,7588.760331,14,27.76859504,3088118,49.21858667
1/24/2012,3588,7116.694215,41,81.32231405,3094353,49.11948062
1/25/2012,3647,7233.719008,20,39.66942149,3096893,49.06122607
1/26/2012,4062,8056.859504,34,67.43801653,3100835,49.01348896
1/27/2012,3929,7793.057851,41,81.32231405,3103852,49.06100157
1/28/2012,3540,7021.487603,82,162.6446281,3104085,48.93587085
1/29/2012,3644,7227.768595,143,283.6363636,3105477,48.82523947
1/30/2012,3900,7735.53719,61,120.9917355,3105942,48.77291144
1/31/2012,3785,7507.438017,41,81.32231405,3107334,48.67483729
2/1/2012,3671,7281.322314,20,39.66942149,3108727,48.53215983
2/2/2012,3614,7168.264463,34,67.43801653,3110352,48.5840593
2/3/2012,3529,6999.669421,41,81.32231405,3111977,48.70260085
2/4/2012,3190,6327.272727,102,202.3140496,3113138,48.59208775
2/5/2012,3272,6489.917355,62,122.9752066,3114530,48.53657019
2/6/2012,3271,6487.933884,82,162.6446281,3116155,48.49782173
2/7/2012,2338,4637.355372,21,41.65289256,3119405,48.46865822
2/8/2012,3236,6418.512397,7,13.88429752,3122430,48.37069703
2/9/2012,3421,6785.454545,41,81.32231405,3124764,48.2126127
2/10/2012,4138,8207.603306,34,67.43801653,3125464,48.06954822
2/11/2012,2760,5474.380165,178,353.0578512,3129897,48.21827712
2/12/2012,2985,5920.661157,82,162.6446281,3134331,48.18530441
2/13/2012,3198,6343.140496,14,27.76859504,3138765,48.27512579
2/14/2012,3173,6293.553719,55,109.0909091,3141331,48.20914051
2/15/2012,3428,6799.338843,96,190.4132231,3143198,48.32865518
2/16/2012,3007,5964.297521,41,81.32231405,3145772,48.345219
2/17/2012,2610,5176.859504,69,136.8595041,3149056,48.15941219
2/18/2012,2666,5287.933884,7,13.88429752,3152340,48.31127643
2/19/2012,3278,6501.818182,69,136.8595041,3153982,47.86499585
2/20/2012,3278,6501.818182,21,41.65289256,3156562,47.3472152
2/21/2012,3168,6283.636364,28,55.53719008,3157969,47.86091821
2/22/2012,3375,6694.214876,34,67.43801653,3158673,48.05362026
2/23/2012,4267,8463.471074,103,204.2975207,3157969,47.91637454
2/24/2012,3796,7529.256198,69,136.8595041,3159142,48.27366638
2/25/2012,3339,6622.809917,166,329.2561983,3159611,48.1232144
2/26/2012,3486,6914.380165,104,206.2809917,3160549,47.7563901
2/27/2012,3378,6700.165289,83,164.6280992,3162191,48.37348012
2/28/2012,2686,5327.603306,62,122.9752066,3162191,47.93771941
2/29/2012,3486,6914.380165,7,13.88429752,3169235,47.52216426
3/1/2012,3721,7380.495868,62,122.9752066,3170414,47.38310733
3/2/2012,3117,6182.479339,104,206.2809917,3171121,47.7327842
3/3/2012,2813,5579.504132,62,122.9752066,3174187,47.89540808
3/4/2012,2149,4262.479339,90,178.5123967,3177960,47.83169328
3/5/2012,2655,5266.115702,83,164.6280992,3180554,47.80000485
3/6/2012,3210,6366.942149,111,220.1652893,3182440,48.02812706
3/7/2012,3199,6345.123967,132,261.8181818,3183855,48.15135995
3/8/2012,2940,5831.404959,104,206.2809917,3185270,48.1597793
3/9/2012,2403,4766.280992,104,206.2809917,3186213,47.97980338
3/10/2012,1963,3893.553719,69,136.8595041,3188100,47.82981513
3/11/2012,2739,5432.727273,69,136.8595041,3190929,47.58737318
3/12/2012,2902,5756.033058,42,83.30578512,3194008,47.40534315
3/13/2012,2640,5236.363636,28,55.53719008,3210121,46.96297948
3/14/2012,3143,6234.049587,7,13.88429752,3238444,47.60043893
3/15/2012,2765,5484.297521,14,27.76859504,3291990,47.85599341
3/16/2012,640,1269.421488,7,13.88429752,3369137,47.37107183
3/17/2012,1216,2411.900826,22,43.63636364,3423237,47.50954236
3/18/2012,1615,3203.305785,81,160.661157,3455229,47.83736839
3/19/2012,2027,4020.495868,96,190.4132231,3476932,47.69143105
3/20/2012,2037,4040.330579,52,103.1404959,3492206,47.84610583
3/21/2012,2275,4512.396694,22,43.63636364,3505755,48.63172982
3/22/2012,2732,5418.842975,82,162.6446281,3520367,47.97655995
